ExceptionID,DetectionDate,FinancialYear,DirectorateCode,CostCentreCode,RegionCode,TransactionReference,ExceptionType,ExceptionDescription,AmountAtRisk,RiskRating,ResponsibleRole,CorrectiveAction,TargetResolutionDate,ResolutionDate,Status,DaysOutstanding,RepeatFindingFlag
EXC-000225,2025-09-01,FY2025/2026,DIR-11,CC-030,RG-07,TXN-382132,Delayed Banking,Delayed Banking identified in Technical Service Unit 02,446000,Low,Procurement Officer,Obtain missing documents and repost transaction,2025-09-22,,Open,272,No
EXC-000226,2025-10-16,FY2025/2026,DIR-02,CC-002,RG-01,TXN-180604,Unsupported Reallocation,Unsupported Reallocation identified in Finance and Accounts Directorate - HQ,194000,High,Chief Accountant,Obtain missing documents and repost transaction,2025-12-14,2026-01-12,Resolved,227,No
EXC-000227,2025-10-10,FY2025/2026,DIR-13,CC-017,RG-04,TXN-532218,Missing Supporting Documents,Missing Supporting Documents identified in Regional Office - Eastern Region,649000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2025-11-22,,In Progress,233,No
EXC-000228,2025-12-29,FY2025/2026,DIR-13,CC-021,RG-08,TXN-317391,Incorrect Vote Code,Incorrect Vote Code identified in Regional Office - Western Region,779000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2026-02-27,,Open,153,No
EXC-000229,2026-02-05,FY2025/2026,DIR-03,CC-003,RG-01,TXN-982588,Approval-Control Gap,"Approval-Control Gap identified in Strategy, Planning and Performance Directorate - HQ",884000,Low,Procurement Officer,Obtain missing documents and repost transaction,2026-04-02,,Open,115,No
EXC-000230,2026-01-17,FY2025/2026,DIR-12,CC-025,RG-04,TXN-209934,Unsupported Reallocation,Unsupported Reallocation identified in Infrastructure Project Unit 04,1362000,Critical,Procurement Officer,Obtain missing documents and repost transaction,2026-04-07,2026-04-02,Resolved,134,Yes
EXC-000231,2025-07-11,FY2025/2026,DIR-11,CC-032,RG-01,TXN-615479,Missing Supporting Documents,Missing Supporting Documents identified in Technical Service Unit 04,1436000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2025-08-11,,Deferred,324,No
EXC-000232,2025-07-15,FY2025/2026,DIR-12,CC-024,RG-05,TXN-104278,Expenditure Above Budget,Expenditure Above Budget identified in Infrastructure Project Unit 03,1303000,Low,Chief Accountant,Obtain missing documents and repost transaction,2025-08-28,,Escalated,320,No
EXC-000233,2025-08-29,FY2025/2026,DIR-11,CC-029,RG-02,TXN-923324,Long-Outstanding Commitment,Long-Outstanding Commitment identified in Technical Service Unit 01,1175000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2025-10-29,2025-11-10,Resolved,275,No
EXC-000234,2025-08-19,FY2025/2026,DIR-13,CC-021,RG-08,TXN-565908,Incorrect Vote Code,Incorrect Vote Code identified in Regional Office - Western Region,263000,High,Procurement Officer,Obtain missing documents and repost transaction,2025-11-05,2025-11-30,Resolved,285,No
EXC-000235,2025-09-16,FY2025/2026,DIR-09,CC-009,RG-01,TXN-975040,Duplicate Payment Risk,Duplicate Payment Risk identified in Corporate Communications and Customer Experience Directorate - HQ,525000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2025-10-05,,In Progress,257,No
EXC-000236,2025-12-29,FY2025/2026,DIR-03,CC-003,RG-01,TXN-624692,Long-Outstanding Commitment,"Long-Outstanding Commitment identified in Strategy, Planning and Performance Directorate - HQ",727000,Medium,Cost Centre Manager,Obtain missing documents and repost transaction,2026-01-12,2026-01-09,Resolved,153,No
EXC-000237,2026-01-02,FY2025/2026,DIR-03,CC-003,RG-01,TXN-761946,Unsupported Reallocation,"Unsupported Reallocation identified in Strategy, Planning and Performance Directorate - HQ",946000,Low,Procurement Officer,Obtain missing documents and repost transaction,2026-03-20,,Open,149,No
EXC-000238,2025-10-23,FY2025/2026,DIR-13,CC-021,RG-08,TXN-910021,Missing Supporting Documents,Missing Supporting Documents identified in Regional Office - Western Region,155000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2025-12-07,,Deferred,220,No
EXC-000239,2025-09-16,FY2025/2026,DIR-13,CC-017,RG-04,TXN-974993,Incorrect Vote Code,Incorrect Vote Code identified in Regional Office - Eastern Region,797000,Low,Chief Accountant,Obtain missing documents and repost transaction,2025-10-19,2025-10-20,Resolved,257,No
EXC-000240,2026-03-17,FY2025/2026,DIR-11,CC-029,RG-02,TXN-228507,Incorrect Vote Code,Incorrect Vote Code identified in Technical Service Unit 01,1081000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2026-04-06,,Open,75,No
EXC-000241,2026-03-13,FY2025/2026,DIR-10,CC-010,RG-01,TXN-555647,Unsupported Reallocation,"Unsupported Reallocation identified in Research, Monitoring and Evaluation Directorate - HQ",1460000,Low,Procurement Officer,Obtain missing documents and repost transaction,2026-05-31,2026-06-12,Resolved,79,No
EXC-000242,2025-11-10,FY2025/2026,DIR-11,CC-032,RG-01,TXN-820592,Incorrect Vote Code,Incorrect Vote Code identified in Technical Service Unit 04,1414000,Low,Procurement Officer,Obtain missing documents and repost transaction,2026-01-29,,In Progress,202,Yes
EXC-000243,2026-05-11,FY2025/2026,DIR-11,CC-029,RG-02,TXN-953862,Expenditure Above Budget,Expenditure Above Budget identified in Technical Service Unit 01,1217000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2026-05-27,2026-06-07,Resolved,20,No
EXC-000244,2025-11-27,FY2025/2026,DIR-13,CC-016,RG-03,TXN-676094,Duplicate Payment Risk,Duplicate Payment Risk identified in Regional Office - Coast Region,466000,High,Procurement Officer,Obtain missing documents and repost transaction,2025-12-19,,In Progress,185,No
EXC-000245,2026-02-21,FY2025/2026,DIR-11,CC-030,RG-07,TXN-107603,Delayed Banking,Delayed Banking identified in Technical Service Unit 02,728000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2026-04-21,,Open,99,No
EXC-000246,2025-11-03,FY2025/2026,DIR-13,CC-013,RG-01,TXN-216189,Duplicate Payment Risk,Duplicate Payment Risk identified in Regional Operations Directorate - HQ,1119000,High,Chief Accountant,Obtain missing documents and repost transaction,2026-01-15,,Deferred,209,No
EXC-000247,2025-07-06,FY2025/2026,DIR-13,CC-021,RG-08,TXN-215772,Delayed Banking,Delayed Banking identified in Regional Office - Western Region,660000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2025-08-14,,In Progress,329,No
EXC-000248,2026-01-22,FY2025/2026,DIR-11,CC-011,RG-01,TXN-432630,Procurement Non-Compliance,Procurement Non-Compliance identified in Technical Operations Directorate - HQ,1206000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2026-02-22,,In Progress,129,No
EXC-000249,2026-02-14,FY2025/2026,DIR-04,CC-004,RG-01,TXN-438834,Incorrect Vote Code,Incorrect Vote Code identified in Human Resource and Administration Directorate - HQ,638000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2026-03-26,,In Progress,106,No
EXC-000250,2026-05-04,FY2025/2026,DIR-06,CC-006,RG-01,TXN-300181,Long-Outstanding Commitment,Long-Outstanding Commitment identified in Information and Communication Technology Directorate - HQ,1496000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2026-06-05,,In Progress,27,Yes
EXC-000251,2025-12-03,FY2025/2026,DIR-11,CC-011,RG-01,TXN-906773,Duplicate Payment Risk,Duplicate Payment Risk identified in Technical Operations Directorate - HQ,1135000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2026-02-10,,Open,179,No
EXC-000252,2025-09-29,FY2025/2026,DIR-12,CC-028,RG-02,TXN-528313,Delayed Banking,Delayed Banking identified in Infrastructure Project Unit 07,1150000,High,Procurement Officer,Obtain missing documents and repost transaction,2025-12-03,,Open,244,No
EXC-000253,2025-12-23,FY2025/2026,DIR-07,CC-007,RG-01,TXN-744489,Missing Supporting Documents,Missing Supporting Documents identified in Legal and Corporation Secretary Directorate - HQ,470000,High,Chief Accountant,Obtain missing documents and repost transaction,2026-01-10,2026-01-05,Resolved,159,Yes
EXC-000254,2026-03-06,FY2025/2026,DIR-11,CC-030,RG-07,TXN-585237,Approval-Control Gap,Approval-Control Gap identified in Technical Service Unit 02,464000,High,Procurement Officer,Obtain missing documents and repost transaction,2026-04-04,2026-04-30,Resolved,86,No
EXC-000255,2026-04-11,FY2025/2026,DIR-12,CC-027,RG-03,TXN-780111,Procurement Non-Compliance,Procurement Non-Compliance identified in Infrastructure Project Unit 06,1170000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2026-06-08,2026-06-16,Resolved,50,No
EXC-000256,2026-01-23,FY2025/2026,DIR-06,CC-006,RG-01,TXN-960931,Missing Supporting Documents,Missing Supporting Documents identified in Information and Communication Technology Directorate - HQ,1406000,Medium,Cost Centre Manager,Obtain missing documents and repost transaction,2026-03-27,,In Progress,128,No
EXC-000257,2026-03-30,FY2025/2026,DIR-12,CC-027,RG-03,TXN-306744,Long-Outstanding Commitment,Long-Outstanding Commitment identified in Infrastructure Project Unit 06,1386000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2026-04-18,2026-04-29,Resolved,62,No
EXC-000258,2025-11-09,FY2025/2026,DIR-13,CC-018,RG-05,TXN-234289,Incorrect Vote Code,Incorrect Vote Code identified in Regional Office - North Eastern Region,1496000,Medium,Cost Centre Manager,Obtain missing documents and repost transaction,2025-11-23,,Open,203,Yes
EXC-000259,2025-12-13,FY2025/2026,DIR-13,CC-020,RG-07,TXN-697517,Missing Supporting Documents,Missing Supporting Documents identified in Regional Office - Rift Valley Region,655000,Critical,Procurement Officer,Obtain missing documents and repost transaction,2026-01-07,,Open,169,No
EXC-000260,2026-05-06,FY2025/2026,DIR-11,CC-032,RG-01,TXN-270159,Incorrect Vote Code,Incorrect Vote Code identified in Technical Service Unit 04,581000,Medium,Cost Centre Manager,Obtain missing documents and repost transaction,2026-06-08,,In Progress,25,No
EXC-000261,2026-03-23,FY2025/2026,DIR-13,CC-017,RG-04,TXN-260300,Delayed Banking,Delayed Banking identified in Regional Office - Eastern Region,1248000,High,Chief Accountant,Obtain missing documents and repost transaction,2026-05-31,,In Progress,69,Yes
EXC-000262,2025-08-16,FY2025/2026,DIR-10,CC-010,RG-01,TXN-533662,Incorrect Vote Code,"Incorrect Vote Code identified in Research, Monitoring and Evaluation Directorate - HQ",1258000,Medium,Cost Centre Manager,Obtain missing documents and repost transaction,2025-10-22,,In Progress,288,No
EXC-000263,2026-01-24,FY2025/2026,DIR-11,CC-029,RG-02,TXN-302559,Procurement Non-Compliance,Procurement Non-Compliance identified in Technical Service Unit 01,1136000,Critical,Procurement Officer,Obtain missing documents and repost transaction,2026-03-28,,Open,127,No
EXC-000264,2026-03-31,FY2025/2026,DIR-12,CC-024,RG-05,TXN-754145,Procurement Non-Compliance,Procurement Non-Compliance identified in Infrastructure Project Unit 03,1136000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2026-06-23,,Open,61,No
EXC-000265,2025-07-27,FY2025/2026,DIR-12,CC-012,RG-01,TXN-776544,Delayed Banking,Delayed Banking identified in Projects and Infrastructure Directorate - HQ,1262000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2025-09-12,,Escalated,308,Yes
EXC-000266,2025-11-22,FY2025/2026,DIR-11,CC-031,RG-01,TXN-316332,Unreconciled Transaction,Unreconciled Transaction identified in Technical Service Unit 03,1061000,Critical,Cost Centre Manager,Obtain missing documents and repost transaction,2026-02-08,,Open,190,No
EXC-000267,2025-07-08,FY2025/2026,DIR-07,CC-007,RG-01,TXN-990574,Expenditure Above Budget,Expenditure Above Budget identified in Legal and Corporation Secretary Directorate - HQ,1268000,Low,Procurement Officer,Obtain missing documents and repost transaction,2025-08-05,,In Progress,327,Yes
EXC-000268,2025-09-26,FY2025/2026,DIR-12,CC-028,RG-02,TXN-404349,Procurement Non-Compliance,Procurement Non-Compliance identified in Infrastructure Project Unit 07,1008000,High,Chief Accountant,Obtain missing documents and repost transaction,2025-12-14,,In Progress,247,No
EXC-000269,2025-12-15,FY2025/2026,DIR-11,CC-011,RG-01,TXN-218195,Unsupported Reallocation,Unsupported Reallocation identified in Technical Operations Directorate - HQ,994000,High,Procurement Officer,Obtain missing documents and repost transaction,2026-01-20,,In Progress,167,No
EXC-000270,2025-10-18,FY2025/2026,DIR-12,CC-028,RG-02,TXN-630785,Approval-Control Gap,Approval-Control Gap identified in Infrastructure Project Unit 07,1049000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2025-11-11,,Escalated,225,No
EXC-000271,2025-10-28,FY2025/2026,DIR-07,CC-007,RG-01,TXN-440707,Unreconciled Transaction,Unreconciled Transaction identified in Legal and Corporation Secretary Directorate - HQ,1000000,High,Cost Centre Manager,Obtain missing documents and repost transaction,2025-12-13,,In Progress,215,Yes
EXC-000272,2025-12-30,FY2025/2026,DIR-11,CC-032,RG-01,TXN-965383,Procurement Non-Compliance,Procurement Non-Compliance identified in Technical Service Unit 04,1217000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2026-02-25,,Open,152,No
EXC-000273,2025-10-31,FY2025/2026,DIR-11,CC-030,RG-07,TXN-970420,Unreconciled Transaction,Unreconciled Transaction identified in Technical Service Unit 02,350000,Critical,Cost Centre Manager,Obtain missing documents and repost transaction,2025-12-18,,Open,212,Yes
EXC-000274,2025-07-22,FY2025/2026,DIR-12,CC-026,RG-04,TXN-615663,Expenditure Above Budget,Expenditure Above Budget identified in Infrastructure Project Unit 05,1015000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2025-10-12,,Escalated,313,No
EXC-000275,2025-11-30,FY2025/2026,DIR-12,CC-012,RG-01,TXN-914781,Incorrect Vote Code,Incorrect Vote Code identified in Projects and Infrastructure Directorate - HQ,581000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2026-01-13,,In Progress,182,No
EXC-000276,2025-09-02,FY2025/2026,DIR-12,CC-025,RG-04,TXN-987960,Long-Outstanding Commitment,Long-Outstanding Commitment identified in Infrastructure Project Unit 04,322000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2025-11-06,2025-11-09,Resolved,271,No
EXC-000277,2025-07-03,FY2025/2026,DIR-12,CC-024,RG-05,TXN-951631,Missing Supporting Documents,Missing Supporting Documents identified in Infrastructure Project Unit 03,291000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2025-08-27,2025-09-25,Resolved,332,No
EXC-000278,2025-07-05,FY2025/2026,DIR-10,CC-010,RG-01,TXN-807618,Unsupported Reallocation,"Unsupported Reallocation identified in Research, Monitoring and Evaluation Directorate - HQ",448000,Medium,Cost Centre Manager,Obtain missing documents and repost transaction,2025-08-30,2025-09-08,Resolved,330,Yes
EXC-000279,2026-05-17,FY2025/2026,DIR-12,CC-024,RG-05,TXN-393956,Long-Outstanding Commitment,Long-Outstanding Commitment identified in Infrastructure Project Unit 03,111000,Medium,Chief Accountant,Obtain missing documents and repost transaction,2026-07-19,,In Progress,14,No
EXC-000280,2025-07-07,FY2025/2026,DIR-11,CC-032,RG-01,TXN-451915,Incorrect Vote Code,Incorrect Vote Code identified in Technical Service Unit 04,168000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2025-09-22,,In Progress,328,Yes
EXC-000281,2025-10-11,FY2025/2026,DIR-12,CC-023,RG-01,TXN-802318,Missing Supporting Documents,Missing Supporting Documents identified in Infrastructure Project Unit 02,1307000,Medium,Cost Centre Manager,Obtain missing documents and repost transaction,2025-12-23,,Deferred,232,No
EXC-000282,2026-01-30,FY2025/2026,DIR-03,CC-003,RG-01,TXN-251913,Missing Supporting Documents,"Missing Supporting Documents identified in Strategy, Planning and Performance Directorate - HQ",990000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2026-02-13,2026-02-23,Resolved,121,No
EXC-000283,2026-04-06,FY2025/2026,DIR-06,CC-006,RG-01,TXN-604089,Expenditure Above Budget,Expenditure Above Budget identified in Information and Communication Technology Directorate - HQ,1207000,Medium,Cost Centre Manager,Obtain missing documents and repost transaction,2026-06-10,,In Progress,55,No
EXC-000284,2025-12-05,FY2025/2026,DIR-04,CC-004,RG-01,TXN-360693,Unreconciled Transaction,Unreconciled Transaction identified in Human Resource and Administration Directorate - HQ,1468000,High,Procurement Officer,Obtain missing documents and repost transaction,2025-12-19,,Open,177,No
EXC-000285,2025-11-01,FY2025/2026,DIR-13,CC-021,RG-08,TXN-844594,Long-Outstanding Commitment,Long-Outstanding Commitment identified in Regional Office - Western Region,1264000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2025-12-23,2025-12-15,Resolved,211,No
EXC-000286,2025-11-24,FY2025/2026,DIR-13,CC-019,RG-06,TXN-829813,Missing Supporting Documents,Missing Supporting Documents identified in Regional Office - Nyanza Region,1339000,Low,Chief Accountant,Obtain missing documents and repost transaction,2026-02-17,2026-03-02,Resolved,188,No
EXC-000287,2026-03-07,FY2025/2026,DIR-11,CC-032,RG-01,TXN-573675,Duplicate Payment Risk,Duplicate Payment Risk identified in Technical Service Unit 04,54000,High,Procurement Officer,Obtain missing documents and repost transaction,2026-04-14,,Escalated,85,No
EXC-000288,2026-04-26,FY2025/2026,DIR-13,CC-019,RG-06,TXN-421240,Unsupported Reallocation,Unsupported Reallocation identified in Regional Office - Nyanza Region,831000,High,Chief Accountant,Obtain missing documents and repost transaction,2026-07-19,,Open,35,Yes
EXC-000289,2026-04-23,FY2025/2026,DIR-13,CC-014,RG-01,TXN-391336,Unsupported Reallocation,Unsupported Reallocation identified in Regional Office - Nairobi Region,492000,Critical,Procurement Officer,Obtain missing documents and repost transaction,2026-07-03,2026-06-23,Resolved,38,No
EXC-000290,2025-11-08,FY2025/2026,DIR-03,CC-003,RG-01,TXN-392954,Missing Supporting Documents,"Missing Supporting Documents identified in Strategy, Planning and Performance Directorate - HQ",383000,High,Cost Centre Manager,Obtain missing documents and repost transaction,2026-01-16,,Open,204,No
EXC-000291,2026-05-15,FY2025/2026,DIR-12,CC-024,RG-05,TXN-151219,Unreconciled Transaction,Unreconciled Transaction identified in Infrastructure Project Unit 03,135000,Critical,Procurement Officer,Obtain missing documents and repost transaction,2026-06-19,,In Progress,16,No
EXC-000292,2026-02-12,FY2025/2026,DIR-02,CC-002,RG-01,TXN-719551,Expenditure Above Budget,Expenditure Above Budget identified in Finance and Accounts Directorate - HQ,1271000,High,Cost Centre Manager,Obtain missing documents and repost transaction,2026-04-16,,Escalated,108,No
EXC-000293,2026-02-27,FY2025/2026,DIR-12,CC-022,RG-02,TXN-149279,Approval-Control Gap,Approval-Control Gap identified in Infrastructure Project Unit 01,178000,Critical,Procurement Officer,Obtain missing documents and repost transaction,2026-03-30,,In Progress,93,No
EXC-000294,2025-10-09,FY2025/2026,DIR-05,CC-005,RG-01,TXN-284368,Long-Outstanding Commitment,Long-Outstanding Commitment identified in Procurement and Supply Chain Directorate - HQ,899000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2025-11-15,,Open,234,No
EXC-000295,2025-07-07,FY2025/2026,DIR-11,CC-031,RG-01,TXN-636595,Duplicate Payment Risk,Duplicate Payment Risk identified in Technical Service Unit 03,693000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2025-09-22,,In Progress,328,No
EXC-000296,2025-09-14,FY2025/2026,DIR-03,CC-003,RG-01,TXN-679218,Incorrect Vote Code,"Incorrect Vote Code identified in Strategy, Planning and Performance Directorate - HQ",684000,Medium,Procurement Officer,Obtain missing documents and repost transaction,2025-11-02,,Escalated,259,No
EXC-000297,2026-03-28,FY2025/2026,DIR-12,CC-026,RG-04,TXN-820517,Approval-Control Gap,Approval-Control Gap identified in Infrastructure Project Unit 05,937000,Low,Procurement Officer,Obtain missing documents and repost transaction,2026-05-28,,Deferred,64,No
EXC-000298,2025-12-22,FY2025/2026,DIR-11,CC-031,RG-01,TXN-126719,Approval-Control Gap,Approval-Control Gap identified in Technical Service Unit 03,964000,Medium,Cost Centre Manager,Obtain missing documents and repost transaction,2026-02-08,2026-03-03,Resolved,160,No
EXC-000299,2026-05-01,FY2025/2026,DIR-07,CC-007,RG-01,TXN-248335,Duplicate Payment Risk,Duplicate Payment Risk identified in Legal and Corporation Secretary Directorate - HQ,876000,High,Procurement Officer,Obtain missing documents and repost transaction,2026-06-28,2026-07-21,Resolved,30,No
EXC-000300,2025-08-17,FY2025/2026,DIR-12,CC-024,RG-05,TXN-161388,Unreconciled Transaction,Unreconciled Transaction identified in Infrastructure Project Unit 03,1014000,Low,Cost Centre Manager,Obtain missing documents and repost transaction,2025-10-22,,Open,287,No
